instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
2368769,9253,NILAINFRA,NILA INFRASTRUCTURES,0,,0,0.01,1,EQ,NSE,NSE
2371585,9264,ARROWGREEN-BE,ARROW GREENTECH,0,,0,0.05,1,EQ,NSE,NSE
2377729,9288,KRITIKA,KRITIKA WIRES,0,,0,0.01,1,EQ,NSE,NSE
2379265,9294,GINNIFILA-BE,GINNIFILAMENTS,0,,0,0.01,1,EQ,NSE,NSE
2380801,9300,IFBAGRO-BE,IFB AGRO INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2382081,9305,STARTECK,STARTECK FINANCE,0,,0,0.05,1,EQ,NSE,NSE
2383105,9309,STLTECH,STERLITE TECHNOLOGIES,0,,0,0.01,1,EQ,NSE,NSE
2392577,9346,PNC-BE,PRITISH NANDY COMMUNICATI,0,,0,0.01,1,EQ,NSE,NSE
2393089,9348,IOB,INDIAN OVERSEAS BANK,0,,0,0.01,1,EQ,NSE,NSE
2394625,9354,TAJGVK,TAJ GVK HOTELS & RESORTS,0,,0,0.05,1,EQ,NSE,NSE
2395137,9356,MSTCLTD,MSTC,0,,0,0.05,1,EQ,NSE,NSE
2396673,9362,CAMPUS,CAMPUS ACTIVEWEAR,0,,0,0.05,1,EQ,NSE,NSE
2399489,9373,LIBERTSHOE-BE,LIBERTYSHOESLTD,0,,0,0.05,1,EQ,NSE,NSE
2401281,9380,IL&FSENGG-BZ,IL&FS ENG AND CONS CO,0,,0,0.01,1,EQ,NSE,NSE
2401537,9381,IL&FSTRANS-BZ,IL&FS TRANS NET,0,,0,0.01,1,EQ,NSE,NSE
2402049,9383,EMBASSY-RR,EMBASSY OFFICE PARKS REIT,0,,0,0.01,1,EQ,NSE,NSE
2402561,9385,PNCINFRA,PNC INFRATECH,0,,0,0.05,1,EQ,NSE,NSE
2403073,9387,TRU-BE,TRUCAP FINANCE,0,,0,0.01,1,EQ,NSE,NSE
2403329,9388,CREATIVEYE-BE,CREATIVE EYE,0,,0,0.01,1,EQ,NSE,NSE
2408449,9408,RAINBOW,RAINBOW CHILDRENS MED,0,,0,0.1,1,EQ,NSE,NSE
2412033,9422,SILVERTUC,SILVER TOUCH TECHNO,0,,0,0.05,1,EQ,NSE,NSE
2413569,9428,SKIPPER,SKIPPER,0,,0,0.05,1,EQ,NSE,NSE
2414337,9431,NORBTEAEXP-BE,NORBEN TEA &EXPORTS,0,,0,0.01,1,EQ,NSE,NSE
2416641,9440,AXISCADES-BE,AXISCADES TECH,0,,0,0.1,1,EQ,NSE,NSE
2426881,9480,LICI,LIFE INSURA CORP OF INDIA,0,,0,0.05,1,EQ,NSE,NSE
2431745,9499,ARENTERP-BE,RAJDARSHAN INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
2433281,9505,KEYFINSERV-BE,KEYNOTE FIN SERV,0,,0,0.05,1,EQ,NSE,NSE
2441473,9537,727GS2026-GS,GOI LOAN 7.27% 2026,0,,0,0.01,1,EQ,NSE,NSE
2441729,9538,762GS2039-GS,GOI LOAN 7.62% 2039,0,,0,0.01,1,EQ,NSE,NSE
2442241,9540,SAKAR-BE,SAKAR HEALTHCARE,0,,0,0.05,1,EQ,NSE,NSE
2445313,9552,RVNL,RAIL VIKAS NIGAM,0,,0,0.05,1,EQ,NSE,NSE
2445569,9553,PRUDENT,PRUDENT CORP ADV SER,0,,0,0.1,1,EQ,NSE,NSE
2447361,9560,AKSHAR-BE,AKSHAR SPINTEX,0,,0,0.01,1,EQ,NSE,NSE
2451457,9576,MAHESHWARI,MAHESHWARI LOGISTICS,0,,0,0.01,1,EQ,NSE,NSE
2452737,9581,METROPOLIS,METROPOLIS HEALTHCARE,0,,0,0.1,1,EQ,NSE,NSE
2452993,9582,KHAITANLTD-BE,KHAITAN (INDIA)LTD.,0,,0,0.01,1,EQ,NSE,NSE
2453761,9585,754GS2036-GS,GOI LOAN  7.54% 2036,0,,0,0.01,1,EQ,NSE,NSE
2455041,9590,POLYCAB,POLYCAB INDIA,0,,0,0.5,1,EQ,NSE,NSE
2455553,9592,VENUSPIPES,VENUS PIPES & TUBES,0,,0,0.1,1,EQ,NSE,NSE
2457345,9599,DELHIVERY,DELHIVERY,0,,0,0.05,1,EQ,NSE,NSE
2458625,9604,772GS2049-GS,GOI LOAN 7.72% 2049,0,,0,0.01,1,EQ,NSE,NSE
2460161,9610,ICDSLTD-BE,ICDSLTD,0,,0,0.01,1,EQ,NSE,NSE
2461953,9617,SPLPETRO,SUPREME PETROCHEM,0,,0,0.05,1,EQ,NSE,NSE
2468097,9641,KHANDSE,KHANDWALA SECURITIES,0,,0,0.01,1,EQ,NSE,NSE
2470913,9652,RELCHEMQ,RELIANCE CHEMOTEX IND,0,,0,0.01,1,EQ,NSE,NSE
2474753,9667,MEDICO,MEDICO REMEDIES,0,,0,0.01,1,EQ,NSE,NSE
2475009,9668,HIKAL,HIKAL,0,,0,0.05,1,EQ,NSE,NSE
2477825,9679,SOUTHWEST-BE,SOUTH WEST PINNACLE,0,,0,0.01,1,EQ,NSE,NSE
2478849,9683,KPITTECH,KPIT TECHNOLOGIES,0,,0,0.1,1,EQ,NSE,NSE
2479361,9685,TRIDENT,TRIDENT,0,,0,0.01,1,EQ,NSE,NSE
2493697,9741,PARADEEP,PARADEEP PHOSPHATES,0,,0,0.01,1,EQ,NSE,NSE
2496001,9750,ETHOSLTD,ETHOS,0,,0,0.1,1,EQ,NSE,NSE
2497537,9756,EMUDHRA,EMUDHRA,0,,0,0.05,1,EQ,NSE,NSE
2509313,9802,TIL-BE,TIL,0,,0,0.05,1,EQ,NSE,NSE
2511361,9810,AETHER,AETHER INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2513665,9819,HAVELLS,HAVELLS INDIA,0,,0,0.1,1,EQ,NSE,NSE
2520833,9847,NV20BEES,NIP IND ETF ETF NV20,0,,0,0.01,1,EQ,NSE,NSE
2524673,9862,WEWIN,WE WIN,0,,0,0.01,1,EQ,NSE,NSE
2525953,9867,NEXTMEDIA,NEXT MEDIAWORKS,0,,0,0.01,1,EQ,NSE,NSE
2527745,9874,GOLDTECH,AION-TECH SOLUTIONS,0,,0,0.01,1,EQ,NSE,NSE
2529025,9879,CHEVIOT,CHEVIOT COMPANY,0,,0,0.1,1,EQ,NSE,NSE
2529537,9881,CUBEXTUB-BE,CUBEXTUBINGS-ROLLSETT,0,,0,0.01,1,EQ,NSE,NSE
2530305,9884,TNTELE-BE,TAMILNADU TELECOMMUNICATI,0,,0,0.01,1,EQ,NSE,NSE
2531329,9888,769GS2043-GS,GOI LOAN 7.69% 2043,0,,0,0.01,1,EQ,NSE,NSE
2531585,9889,SMARTLINK,SMARTLINK HOLDINGS,0,,0,0.01,1,EQ,NSE,NSE
2533633,9897,AIRAN,AIRAN,0,,0,0.01,1,EQ,NSE,NSE
2534913,9902,AXITA,AXITA COTTON,0,,0,0.01,1,EQ,NSE,NSE
2536193,9907,763GS2059-GS,GOI LOAN 7.63% 2059,0,,0,0.01,1,EQ,NSE,NSE
2537729,9913,738GS2027-GS,GOI LOAN 7.38% 2027,0,,0,0.01,1,EQ,NSE,NSE
2538753,9917,NEOGEN,NEOGEN CHEMICALS,0,,0,0.1,1,EQ,NSE,NSE
2539777,9921,ALANKIT,ALANKIT,0,,0,0.01,1,EQ,NSE,NSE
2542337,9931,VIKASLIFE,VIKAS LIFECARE,0,,0,0.01,1,EQ,NSE,NSE
2544641,9940,ONEPOINT-BE,ONE POINT ONE SOL,0,,0,0.01,1,EQ,NSE,NSE
2571777,10046,757GS2033-GS,GOI LOAN 7.57% 2033,0,,0,0.01,1,EQ,NSE,NSE
2574337,10056,SKMEGGPROD-BE,SKM EGG PROD-ROLL SETT,0,,0,0.05,1,EQ,NSE,NSE
2578945,10074,EMAMIPAP,EMAMI PAPER MILLS,0,,0,0.01,1,EQ,NSE,NSE
2585345,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,0,,0,0.1,1,EQ,NSE,NSE
2600705,10159,ORICONENT,ORICON ENTERPRISES,0,,0,0.01,1,EQ,NSE,NSE
2605057,10176,SETFNIF50,SBI-ETF NIFTY 50,0,,0,0.01,1,EQ,NSE,NSE
2606337,10181,BALKRISHNA,BALKRISHNA PAPER MILLS L,0,,0,0.01,1,EQ,NSE,NSE
2609153,10192,SHYAMCENT-BE,SHYAM CENTURY FERROUS,0,,0,0.01,1,EQ,NSE,NSE
2615553,10217,ADANIENSOL,ADANI ENERGY SOLUTION,0,,0,0.05,1,EQ,NSE,NSE
2618113,10227,MANORAMA,MANORAMA INDUSTRIES,0,,0,0.1,1,EQ,NSE,NSE
2619393,10232,SGBJUN30-GB,2.50%GOLDBONDS2030SR-I,0,,0,0.01,1,EQ,NSE,NSE
2620929,10238,CONFIPET,CONFIDENCE PETRO IND,0,,0,0.01,1,EQ,NSE,NSE
2622209,10243,SYNGENE,SYNGENE INTERNATIONAL,0,,0,0.05,1,EQ,NSE,NSE
2626817,10261,SGBJUN27-GB,2.50%GOLDBONDS2027SR-I,0,,0,0.01,1,EQ,NSE,NSE
2630913,10277,NGLFINE,NGL FINE CHEM,0,,0,0.1,1,EQ,NSE,NSE
2632193,10282,KAYA-BE,KAYA,0,,0,0.05,1,EQ,NSE,NSE
2632961,10285,AYMSYNTEX,AYM SYNTEX,0,,0,0.01,1,EQ,NSE,NSE
2636033,10297,PPL,PRAKASH PIPES,0,,0,0.05,1,EQ,NSE,NSE
2636801,10300,RAMASTEEL,RAMA STEEL TUBES,0,,0,0.01,1,EQ,NSE,NSE
2639361,10310,AURUM,AURUM PROPTECH,0,,0,0.01,1,EQ,NSE,NSE
2641409,10318,PKTEA-BE,THE P K TEA PROD CO,0,,0,0.05,1,EQ,NSE,NSE
2647809,10343,RADHIKAJWE,RADHIKA JEWELTECH,0,,0,0.01,1,EQ,NSE,NSE
2649601,10350,CSLFINANCE,CSL FINANCE,0,,0,0.05,1,EQ,NSE,NSE
2651649,10358,DGCONTENT-BE,DIGICONTENT,0,,0,0.01,1,EQ,NSE,NSE
2661633,10397,JISLJALEQS,JAIN IRRIGATION SYSTEMS,0,,0,0.01,1,EQ,NSE,NSE
2663937,10406,STEELCITY,STEEL CITY SECURITIES,0,,0,0.01,1,EQ,NSE,NSE
2664193,10407,KSHITIJPOL,KSHITIJ POLYLINE,0,,0,0.01,1,EQ,NSE,NSE
2666241,10415,MUTHOOTCAP,MUTHOOT CAP SERV,0,,0,0.05,1,EQ,NSE,NSE
2666753,10417,DYCL,DYNAMIC CABLES,0,,0,0.05,1,EQ,NSE,NSE
2672641,10440,LUPIN,LUPIN,0,,0,0.1,1,EQ,NSE,NSE
2674433,10447,UNITDSPR,UNITED SPIRITS,0,,0,0.1,1,EQ,NSE,NSE
2675969,10453,SATIN,SATIN CREDIT NET,0,,0,0.01,1,EQ,NSE,NSE
2676993,10457,ARVSMART,ARVIND SMARTSPACES,0,,0,0.05,1,EQ,NSE,NSE
2681089,10473,POWERMECH,POWER MECH PROJECTS,0,,0,0.1,1,EQ,NSE,NSE
2684161,10485,RAMRAT,RAM RATNA WIRES,0,,0,0.05,1,EQ,NSE,NSE
2690049,10508,MOHEALTH,MOTILALAMC - MOHEALTH,0,,0,0.01,1,EQ,NSE,NSE
2690817,10511,UTINIFTETF,UTIAMC - UTINIFTETF,0,,0,0.01,1,EQ,NSE,NSE
2691073,10512,CONS,KOTAKMAMC - KOTAKCONS,0,,0,0.01,1,EQ,NSE,NSE
2691841,10515,UTISENSETF,UTIAMC - UTISENSETF,0,,0,0.01,1,EQ,NSE,NSE
2695681,10530,SHARDAMOTR,SHARDA MOTOR INDS,0,,0,0.1,1,EQ,NSE,NSE
2702593,10557,NAVKARCORP,NAVKAR CORPORATION,0,,0,0.01,1,EQ,NSE,NSE
2706177,10571,RAMAPHO-BE,RAMA PHOSPHATES,0,,0,0.01,1,EQ,NSE,NSE
2707457,10576,NIFTYBEES,NIP IND ETF NIFTY BEES,0,,0,0.01,1,EQ,NSE,NSE
2707713,10577,KRBL,KRBL,0,,0,0.05,1,EQ,NSE,NSE
2707969,10578,MPSLTD,MPS,0,,0,0.1,1,EQ,NSE,NSE
2708225,10579,MARKSANS,MARKSANS PHARMA,0,,0,0.05,1,EQ,NSE,NSE
2708481,10580,TCI,TRANSPORT CORPN OF INDIA,0,,0,0.1,1,EQ,NSE,NSE
2709761,10585,MOM30IETF,ICICIPRAMC - ICICIMOM30,0,,0,0.01,1,EQ,NSE,NSE
2710529,10588,SHREEPUSHK,SHRE PUSH CHEM & FERT,0,,0,0.05,1,EQ,NSE,NSE
2713345,10599,GUJGASLTD,GUJARAT GAS,0,,0,0.05,1,EQ,NSE,NSE
2714625,10604,BHARTIARTL,BHARTI AIRTEL,0,,0,0.1,1,EQ,NSE,NSE
2714881,10605,LOYALTEX-BE,LOYAL TEXTILE MILLS,0,,0,0.05,1,EQ,NSE,NSE
2718209,10618,SADBHIN,SADBHAV INFRA PROJ,0,,0,0.01,1,EQ,NSE,NSE
2718465,10619,HDFCNEXT50,HDFCAMC - HDFCNEXT50,0,,0,0.01,1,EQ,NSE,NSE
2722049,10633,HDFCNIF100,HDFCAMC - HDFCNIF100,0,,0,0.01,1,EQ,NSE,NSE
2722305,10634,ASAL,AUTOMOTIVE STAMPINGS & AS,0,,0,0.05,1,EQ,NSE,NSE
2723073,10637,OLECTRA,OLECTRA GREENTECH,0,,0,0.1,1,EQ,NSE,NSE
2729217,10661,PONNIERODE,PONNIE SUGARS (ERODE),0,,0,0.05,1,EQ,NSE,NSE
2730497,10666,PNB,PUNJAB NATIONAL BANK,0,,0,0.01,1,EQ,NSE,NSE
2733057,10676,MNC,KOTAKMAMC - KOTAKMNC,0,,0,0.01,1,EQ,NSE,NSE
2736641,10690,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,0,,0,0.01,1,EQ,NSE,NSE
2737409,10693,MOMENTUM,BIRLASLAMC - MOMENTUM,0,,0,0.01,1,EQ,NSE,NSE
2739201,10700,SURANAT&P,SURANA TELECOM AND POW LT,0,,0,0.01,1,EQ,NSE,NSE
2743553,10717,TIMESGTY,TIMES GUARANTY,0,,0,0.01,1,EQ,NSE,NSE
2744833,10722,726GS2032-GS,GOI LOAN  7.26% 2032,0,,0,0.01,1,EQ,NSE,NSE
2745089,10723,INFRAIETF,ICICIPRAMC - ICICIINFRA,0,,0,0.01,1,EQ,NSE,NSE
2745857,10726,INDIAMART,INDIAMART INTERMESH,0,,0,0.1,1,EQ,NSE,NSE
2747649,10733,SPORTKING,SPORTKING INDIA,0,,0,0.01,1,EQ,NSE,NSE
2748929,10738,OFSS,ORACLE FIN SERV SOFT,0,,0,0.5,1,EQ,NSE,NSE
2752769,10753,UNIONBANK,UNION BANK OF INDIA,0,,0,0.01,1,EQ,NSE,NSE
2754817,10761,SILVERADD,DSPAMC - DSPSILVETF,0,,0,0.01,1,EQ,NSE,NSE
2756609,10768,OAL,ORIENTAL AROMATICS,0,,0,0.05,1,EQ,NSE,NSE
2762497,10791,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,0,,0,0.1,1,EQ,NSE,NSE
2763009,10793,SYRMA,SYRMA SGS TECHNOLOGY,0,,0,0.05,1,EQ,NSE,NSE
2763265,10794,CANBK,CANARA BANK,0,,0,0.01,1,EQ,NSE,NSE
2770433,10822,MOQUALITY,MOTILALAMC - MOQUALITY,0,,0,0.01,1,EQ,NSE,NSE
2771201,10825,MOVALUE,MOTILALAMC - MOVALUE,0,,0,0.01,1,EQ,NSE,NSE
2780673,10862,DREAMFOLKS-BE,DREAMFOLKS SERVICES,0,,0,0.01,1,EQ,NSE,NSE
2781441,10865,GVPTECH,GVP INFOTECH,0,,0,0.01,1,EQ,NSE,NSE
2782977,10871,GRMOVER,GRM OVERSEAS,0,,0,0.05,1,EQ,NSE,NSE
2784257,10876,HDFCSILVER,HDFCAMC - HDFCSILVER,0,,0,0.01,1,EQ,NSE,NSE
2788609,10893,DBOL,DHAMPUR BIO ORGANICS,0,,0,0.01,1,EQ,NSE,NSE
2791681,10905,GENESYS,GENESYS INTL CORPN,0,,0,0.05,1,EQ,NSE,NSE
2796033,10922,OMAXAUTO,OMAX AUTOS,0,,0,0.01,1,EQ,NSE,NSE
2796801,10925,GODREJIND,GODREJ INDUSTRIES,0,,0,0.1,1,EQ,NSE,NSE
2798337,10931,736GS2052-GS,GOI LOAN  7.36% 2052,0,,0,0.01,1,EQ,NSE,NSE
2798593,10932,RADAAN,RADAAN MEDIAWORKS (I),0,,0,0.01,1,EQ,NSE,NSE
2800385,10939,JUNIORBEES,NIP IND ETF JUNIOR BEES,0,,0,0.01,1,EQ,NSE,NSE
2800641,10940,DIVISLAB,DIVI S LABORATORIES,0,,0,0.5,1,EQ,NSE,NSE
2801921,10945,TMB,TAMILNAD MERCA BANK,0,,0,0.05,1,EQ,NSE,NSE
2811137,10981,74GS2062-GS,GOI LOAN  7.4% 2062,0,,0,0.01,1,EQ,NSE,NSE
2813441,10990,RADICO,RADICO KHAITAN,0,,0,0.1,1,EQ,NSE,NSE
2815745,10999,MARUTI,MARUTI SUZUKI INDIA,0,,0,1,1,EQ,NSE,NSE
2817537,11006,LIQUIDBEES,NIP IND ETF LIQUID BEES,0,,0,0.01,1,EQ,NSE,NSE
2822913,11027,INFOBEAN,INFOBEANS TECHNO.,0,,0,0.05,1,EQ,NSE,NSE
2824193,11032,SANGINITA,SANGINITA CHEMICALS,0,,0,0.01,1,EQ,NSE,NSE
2825473,11037,BANKIETF,ICICIPRAMC - IPRU5008,0,,0,0.01,1,EQ,NSE,NSE
2825985,11039,DCMNVL,DCM NOUVELLE,0,,0,0.01,1,EQ,NSE,NSE
2827521,11045,SATIA,SATIA INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
2828801,11050,SIRCA,SIRCA PAINT INDIA,0,,0,0.05,1,EQ,NSE,NSE
2830849,11058,SECURKLOUD,SECUREKLOUD TECH,0,,0,0.01,1,EQ,NSE,NSE
2831361,11060,KSOLVES,KSOLVES INDIA,0,,0,0.05,1,EQ,NSE,NSE
2833665,11069,NATHBIOGEN-BE,NATH BIO-GENES (I),0,,0,0.01,1,EQ,NSE,NSE
2834433,11072,AGRITECH,AGRI-TECH (INDIA),0,,0,0.01,1,EQ,NSE,NSE
2836993,11082,LIBAS,LIBAS CONSU PRODUCTS,0,,0,0.01,1,EQ,NSE,NSE
2851841,11140,SUMIT,SUMIT WOODS,0,,0,0.01,1,EQ,NSE,NSE
2854145,11149,SHRENIK,SHRENIK,0,,0,0.01,1,EQ,NSE,NSE
2855425,11154,SGBJUL27-GB,2.50%GOLDBONDS2027SR-II,0,,0,0.01,1,EQ,NSE,NSE
2855681,11155,CREATIVE,CREATIVE NEWTECH,0,,0,0.05,1,EQ,NSE,NSE
2857473,11162,HARSHA,HARSHA ENGINEERS INT,0,,0,0.05,1,EQ,NSE,NSE
2858241,11165,COFFEEDAY,COFFEE DAY ENTERPRISE,0,,0,0.01,1,EQ,NSE,NSE
2863105,11184,IDFCFIRSTB,IDFC FIRST BANK,0,,0,0.01,1,EQ,NSE,NSE
2865153,11192,SGBAUG30-GB,2.50%GOLDBONDS2030SR-II,0,,0,0.01,1,EQ,NSE,NSE
2865409,11193,AXISILVER,AXISAMC - AXISILVER,0,,0,0.01,1,EQ,NSE,NSE
2865921,11195,INDIGO,INTERGLOBE AVIATION,0,,0,0.5,1,EQ,NSE,NSE
2870273,11212,SHK,S H KELKAR AND CO.,0,,0,0.01,1,EQ,NSE,NSE
2870785,11214,NOIDATOLL-BE,NOIDA TOLL BRIDGE CO,0,,0,0.01,1,EQ,NSE,NSE
2872321,11220,VARDHACRLC,VARDHAMAN ACRYLICS,0,,0,0.01,1,EQ,NSE,NSE
2873089,11223,UCOBANK,UCO BANK,0,,0,0.01,1,EQ,NSE,NSE
2873857,11226,BAGFILMS,B.A.G FILMS AND MEDIA,0,,0,0.01,1,EQ,NSE,NSE
2876417,11236,JSL,JINDAL STAINLESS,0,,0,0.05,1,EQ,NSE,NSE
2877185,11239,NSIL,NALWA SONS INVESTMENT,0,,0,0.5,1,EQ,NSE,NSE
2877697,11241,HDFCGROWTH,HDFCAMC - HDFCGROWTH,0,,0,0.01,1,EQ,NSE,NSE
2880769,11253,WELSPUNLIV,WELSPUN LIVING,0,,0,0.01,1,EQ,NSE,NSE
2881281,11255,HDFCQUAL,HDFCAMC - HDFCQUAL,0,,0,0.01,1,EQ,NSE,NSE
2881537,11256,JAIBALAJI,JAI BALAJI INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
2882561,11260,HDFCVALUE,HDFCAMC - HDFCVALUE,0,,0,0.01,1,EQ,NSE,NSE
2883073,11262,IGL,INDRAPRASTHA GAS,0,,0,0.01,1,EQ,NSE,NSE
2885377,11271,DREDGECORP,DREDGING CORP OF INDIA,0,,0,0.05,1,EQ,NSE,NSE
2886401,11275,TVTODAY,TV TODAY NETWORK,0,,0,0.01,1,EQ,NSE,NSE
2889473,11287,UPL,UPL,0,,0,0.05,1,EQ,NSE,NSE
2891009,11293,UNIENTER,UNIPHOS ENTERPRISES,0,,0,0.01,1,EQ,NSE,NSE
2892033,11297,SIL,STANDARD INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
2893057,11301,LUXIND,LUX INDUSTRIES,0,,0,0.1,1,EQ,NSE,NSE
2895105,11309,BALAXI,BALAXI PHARMA,0,,0,0.01,1,EQ,NSE,NSE
2897665,11319,LICNETFN50,LICNAMC - LICNFENGP,0,,0,0.01,1,EQ,NSE,NSE
2899201,11325,MUKANDLTD,MUKAND,0,,0,0.01,1,EQ,NSE,NSE
2903809,11343,AFFLE,AFFLE 3I,0,,0,0.1,1,EQ,NSE,NSE
2905857,11351,PETRONET,PETRONET LNG,0,,0,0.05,1,EQ,NSE,NSE
2906881,11355,PTC,PTC INDIA,0,,0,0.01,1,EQ,NSE,NSE
2907905,11359,DHANBANK,DHANLAXMI BANK,0,,0,0.01,1,EQ,NSE,NSE
2909185,11364,VAIBHAVGBL,VAIBHAV GLOBAL,0,,0,0.01,1,EQ,NSE,NSE
2910465,11369,TTKHLTCARE,TTK HEALTHCARE,0,,0,0.1,1,EQ,NSE,NSE
2911489,11373,BIOCON,BIOCON,0,,0,0.05,1,EQ,NSE,NSE
2911745,11374,TIPSFILMS,TIPS FILMS,0,,0,0.05,1,EQ,NSE,NSE
2912513,11377,MAHABANK,BANK OF MAHARASHTRA,0,,0,0.01,1,EQ,NSE,NSE
2914817,11386,PVTBANIETF,ICICIPRAMC - ICICIBANKP,0,,0,0.01,1,EQ,NSE,NSE
2916865,11394,ZOTA,ZOTA HEALTH CARE,0,,0,0.05,1,EQ,NSE,NSE
2918145,11399,SALZERELEC,SALZER ELECTRONICS,0,,0,0.05,1,EQ,NSE,NSE
2919169,11403,POONAWALLA,POONAWALLA FINCORP,0,,0,0.05,1,EQ,NSE,NSE
2920193,11407,XPROINDIA,XPRO INDIA,0,,0,0.1,1,EQ,NSE,NSE
2921217,11411,RKFORGE,RAMKRISHNA FORGINGS,0,,0,0.05,1,EQ,NSE,NSE
2924289,11423,DATAMATICS,DATAMATICS GLOBAL SER,0,,0,0.05,1,EQ,NSE,NSE
2926081,11430,NDTV-BE,NDTV,0,,0,0.01,1,EQ,NSE,NSE
2926593,11432,KRITINUT,KRITI NUTRIENTS,0,,0,0.01,1,EQ,NSE,NSE
2927361,11435,SPANDANA,SPANDANA SPHOORTY FIN,0,,0,0.05,1,EQ,NSE,NSE
2928385,11439,BANKBEES,NIP IND ETF BANK BEES,0,,0,0.01,1,EQ,NSE,NSE
2928897,11441,LICNETFSEN,LICNAMC - LICNFESGP,0,,0,0.01,1,EQ,NSE,NSE
2929921,11445,PILANIINVS,PILANI INV & IND COR,0,,0,0.5,1,EQ,NSE,NSE
2931713,11452,CCL,CCL PRODUCTS (I),0,,0,0.05,1,EQ,NSE,NSE
2932993,11457,NV20,KOTAKMAMC - KTKNV20ETF,0,,0,0.01,1,EQ,NSE,NSE
2936577,11471,EXCELINDUS,EXCEL INDUSTRIES,0,,0,0.1,1,EQ,NSE,NSE
2939649,11483,LT,LARSEN & TOUBRO,0,,0,0.1,1,EQ,NSE,NSE
2940929,11488,KRIDHANINF-BE,KRIDHAN INFRA,0,,0,0.01,1,EQ,NSE,NSE
2941697,11491,APARINDS,APAR INDUSTRIES,0,,0,0.5,1,EQ,NSE,NSE
2942977,11496,AMBICAAGAR,AMBICA AGAR & AROMAINDLTD,0,,0,0.01,1,EQ,NSE,NSE
2946817,11511,CENTEXT,CENTURY EXTRUSIONS,0,,0,0.01,1,EQ,NSE,NSE
2949633,11522,NIITLTD,NIIT,0,,0,0.01,1,EQ,NSE,NSE
2951681,11530,EMIL,ELECTRONICS MART IND,0,,0,0.01,1,EQ,NSE,NSE
2952193,11532,ULTRACEMCO,ULTRATECH CEMENT,0,,0,1,1,EQ,NSE,NSE
2953217,11536,TCS,TATA CONSULTANCY SERV LT,0,,0,0.1,1,EQ,NSE,NSE
2953729,11538,HDFCMOMENT,HDFCAMC - HDFCMOMENT,0,,0,0.01,1,EQ,NSE,NSE
2955009,11543,COFORGE,COFORGE,0,,0,0.1,1,EQ,NSE,NSE
2956033,11547,HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,0,,0,0.01,1,EQ,NSE,NSE
2956545,11549,TEXINFRA,TEXMACO INFRA & HOLDG,0,,0,0.01,1,EQ,NSE,NSE
2960897,11566,DCI,DC INFOTECH AND COMUN,0,,0,0.05,1,EQ,NSE,NSE
2962177,11571,PPLPHARMA,PIRAMAL PHARMA,0,,0,0.01,1,EQ,NSE,NSE
2962689,11573,FORCEMOT,FORCE MOTORS,0,,0,1,1,EQ,NSE,NSE
2964481,11580,WESTLIFE,WESTLIFE FOODWORLD,0,,0,0.05,1,EQ,NSE,NSE
2964737,11581,GULFPETRO,GP PETROLEUMS,0,,0,0.01,1,EQ,NSE,NSE
2964993,11582,TRACXN,TRACXN TECHNOLOGIES,0,,0,0.01,1,EQ,NSE,NSE
2967297,11591,HDFCNIFTY,HDFCAMC - HDFCNIFTY,0,,0,0.01,1,EQ,NSE,NSE
2967809,11593,HDFCSENSEX,HDFCAMC - HDFCSENSEX,0,,0,0.01,1,EQ,NSE,NSE
2968577,11596,LINCOLN,LINCOLN PHARMA,0,,0,0.05,1,EQ,NSE,NSE
2970113,11602,INDSWFTLTD,IND-SWIFT,0,,0,0.01,1,EQ,NSE,NSE
2971137,11606,GUFICBIO,GUFIC BIOSCIENCES,0,,0,0.05,1,EQ,NSE,NSE
2974209,11618,ASTRAMICRO,ASTRA MICROWAVE,0,,0,0.1,1,EQ,NSE,NSE
2974465,11619,GOLDENTOBC-BZ,GOLDEN TOBACCO,0,,0,0.01,1,EQ,NSE,NSE
2976257,11626,WELENT,WELSPUN ENTERPRISES,0,,0,0.05,1,EQ,NSE,NSE
2976513,11627,NARMADA,NARMADA AGROBASE,0,,0,0.01,1,EQ,NSE,NSE
2977281,11630,NTPC,NTPC,0,,0,0.05,1,EQ,NSE,NSE
2978305,11634,SALSTEEL,S.A.L. STEEL,0,,0,0.01,1,EQ,NSE,NSE
2979841,11640,BOHRAIND,BOHRA INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
2981633,11647,KOTARISUG,KOTHARI SUG & CHEM,0,,0,0.01,1,EQ,NSE,NSE
2983425,11654,LALPATHLAB,DR. LAL PATH LABS,0,,0,0.1,1,EQ,NSE,NSE
2983681,11655,JBMA,JBM AUTO,0,,0,0.05,1,EQ,NSE,NSE
2986753,11667,DWARKESH,DWARIKESH SUGAR IND,0,,0,0.01,1,EQ,NSE,NSE
